Frame,Frametime,glfwPollEvents,InputUpdate,PlayerUpdate,WorldUpdate,Raycasting,CsvStuff,Draw UI,Update,ImGuiRender,WorldDrawChunks,DrawChunks,OpenGLRender,ChunkBuildMesh
3708,8935,20,23,2,0,0,13,7,41,41,71,73,87,
3709,7701,148,152,3,0,0,11,9,170,58,93,96,112,
3710,8702,85,89,2,0,0,7,10,100,47,80,82,98,
3711,7977,14,17,1,0,0,6,11,27,41,72,74,90,
3712,9095,13,15,1,0,0,7,7,25,41,69,71,83,
3713,7568,16,19,2,0,0,7,11,30,62,77,79,98,
3714,8751,16,18,2,0,0,12,11,35,53,88,91,108,
3715,7844,15,18,1,0,0,6,10,28,42,71,72,89,
3716,8931,12,16,1,0,0,6,10,25,41,67,69,84,
3717,7766,15,26,1,0,0,7,9,37,42,69,70,86,
3718,8643,15,17,2,0,0,7,7,29,54,88,90,103,
3719,8130,14,16,2,0,0,6,8,27,50,73,76,91,
3720,8810,14,17,2,0,0,7,9,29,41,69,71,86,
3721,7787,13,17,1,0,0,7,6,27,47,73,75,88,
3722,8553,120,123,2,0,0,8,10,135,44,69,71,87,
3723,8439,14,17,1,0,0,6,10,27,40,72,74,89,
3724,8317,13,16,2,0,0,6,7,26,45,71,73,85,
3725,8187,16,19,2,0,0,9,9,32,71,84,88,104,
3726,8815,19,22,3,0,0,10,9,38,62,93,96,112,
3727,7959,16,19,2,0,0,8,7,32,54,72,74,87,
3728,8482,16,20,2,0,0,9,10,33,77,90,92,110,
3729,7986,15,18,2,0,0,7,8,29,42,88,90,103,
3730,8540,15,18,2,0,0,9,9,32,53,96,98,114,
3731,8177,15,17,2,0,0,6,7,27,53,68,70,84,
3732,8566,14,17,1,0,0,7,6,27,40,68,70,82,
3733,8049,129,133,2,0,0,8,8,147,43,69,71,86,
3734,8512,137,140,2,0,0,8,7,153,46,81,83,96,
3735,8135,14,18,2,0,0,8,10,30,43,72,74,91,
3736,8632,13,16,2,0,0,8,8,28,44,87,89,102,
3737,8063,24,27,1,0,0,6,8,38,42,72,74,88,
3738,8864,14,16,2,0,0,7,10,27,43,71,74,90,
3739,7710,14,17,2,0,0,7,10,28,56,76,78,97,
3740,8573,13,16,1,0,0,6,7,26,40,68,70,83,
3741,8077,14,17,2,0,0,6,10,28,41,71,73,88,
3742,8870,17,20,2,0,0,10,11,34,43,83,85,104,
3743,8017,15,18,2,0,0,8,10,30,44,70,72,88,
3744,8439,14,17,2,0,0,7,14,28,51,71,73,94,
3745,8251,15,18,1,0,0,7,12,29,59,83,86,107,
3746,8729,41,45,2,0,0,8,13,58,61,95,99,122,
3747,7764,14,16,1,0,0,7,7,26,43,71,73,86,
3748,8608,13,15,1,0,0,6,11,25,50,80,82,98,
3749,8077,16,19,3,0,0,19,8,43,49,71,74,89,
3750,8522,14,17,2,0,0,8,10,29,48,68,70,86,
3751,8453,13,15,1,0,0,25,8,44,41,72,74,88,
3752,8377,18,22,2,0,0,7,8,33,46,77,79,94,
3753,8088,17,19,2,0,0,8,10,32,47,94,101,117,
3754,8474,15,18,1,0,0,6,7,31,44,69,71,84,
3755,8182,14,17,1,0,0,7,7,27,45,72,74,88,
3756,8720,16,19,2,0,0,8,11,31,49,82,84,101,
3757,7972,47,51,2,0,0,8,13,64,45,90,93,114,
3758,8589,34,38,1,0,0,7,11,48,44,86,88,105,
3759,7941,14,17,2,0,0,7,10,29,46,69,70,87,
3760,8942,14,16,1,0,0,7,9,28,46,71,73,88,
3761,7989,13,16,1,0,0,7,9,26,41,68,70,85,
3762,8431,14,17,1,0,0,7,7,27,41,73,75,88,
3763,7948,14,17,1,0,0,7,11,28,48,74,76,92,
3764,8523,18,21,2,0,0,8,8,33,59,84,87,103,
3765,8191,15,18,2,0,0,6,7,28,43,71,73,85,
3766,8867,17,20,2,0,0,8,8,33,65,79,83,98,
3767,7779,14,17,2,0,0,10,13,32,62,89,92,111,
3768,8583,15,19,2,0,0,8,8,31,42,70,72,86,
3769,7950,17,19,2,0,0,8,13,31,59,96,98,118,
3770,8729,15,17,1,0,0,23,6,44,51,70,72,84,
3771,8116,15,18,2,0,0,6,10,29,64,89,91,108,
3772,8567,15,18,2,0,0,7,10,28,49,82,84,101,
3773,7969,17,19,1,0,0,8,10,31,42,73,76,92,
3774,8721,14,16,1,0,0,6,8,26,70,68,71,86,
3775,8219,14,17,2,0,0,7,10,28,46,73,75,91,
3776,8730,14,17,1,0,0,8,8,28,44,87,90,104,
3777,7868,17,20,2,0,0,8,12,33,58,90,94,115,
3778,8493,21,25,3,0,0,9,11,39,59,85,88,107,
3779,8094,20,23,2,0,0,10,12,38,60,92,95,114,
3780,8616,15,18,2,0,0,9,11,32,56,85,88,105,
3781,8180,168,172,2,0,0,9,8,186,45,73,75,90,
3782,8423,138,142,2,0,0,9,11,157,44,80,82,101,
3783,7979,12,15,2,0,0,7,7,25,43,72,74,86,
3784,8679,13,16,2,0,0,6,10,26,42,70,72,88,
3785,8228,16,19,2,0,0,10,10,34,62,79,81,98,
3786,8466,12,15,2,0,0,6,11,24,46,91,92,110,
3787,8094,17,19,2,0,0,9,14,33,61,85,88,108,
3788,8548,13,15,1,0,0,7,11,26,43,70,71,87,
3789,8036,13,16,1,0,0,7,10,26,44,73,74,90,
3790,8654,14,18,2,0,0,6,11,28,49,72,75,92,
3791,8133,14,17,2,0,0,8,10,29,44,73,75,90,
3792,8915,16,18,2,0,0,9,11,32,57,96,100,119,
3793,7889,47,52,2,0,0,10,10,68,60,93,95,114,
3794,8398,15,19,2,0,0,7,10,30,57,74,76,93,
3795,8047,15,18,2,0,0,7,8,29,51,97,99,113,
3796,8534,13,17,2,0,0,6,13,27,41,79,81,99,
3797,8138,19,22,2,0,0,9,10,35,61,92,94,112,
3798,8751,16,19,1,0,0,7,7,29,45,71,73,85,
3799,8029,16,19,2,0,0,7,8,31,45,73,75,90,
3800,8885,16,18,2,0,0,7,10,29,44,86,87,103,
3801,7700,14,17,2,0,0,6,10,28,44,76,78,94,
3802,8858,14,16,2,0,0,6,9,26,59,80,83,99,
3803,7868,13,16,2,0,0,7,7,28,42,73,76,91,
3804,8577,14,16,1,0,0,7,10,26,40,73,75,92,
3805,7931,106,110,3,0,0,11,12,128,57,105,108,129,
3806,8999,13,16,1,0,0,8,9,27,45,89,92,108,
3807,7643,13,15,2,0,0,7,8,26,41,70,72,86,
3808,9015,15,17,2,0,0,7,10,28,42,70,72,88,
3809,7839,18,20,2,0,0,9,10,34,41,67,69,86,
3810,8723,14,16,2,0,0,8,9,29,49,72,74,90,
3811,7846,16,19,2,0,0,7,7,31,45,78,79,93,
3812,8558,14,17,2,0,0,8,9,29,46,68,70,85,
3813,8040,17,20,2,0,0,9,14,33,64,100,103,124,
3814,8568,14,16,1,0,0,6,7,25,40,71,73,85,
3815,8267,15,17,2,0,0,8,7,30,44,77,80,93,
3816,8779,16,18,2,0,0,9,9,31,59,86,89,104,
3817,7770,74,80,2,0,0,10,11,96,45,71,73,92,
3818,8620,15,18,2,0,0,9,7,32,59,71,73,86,
3819,8035,14,16,2,0,0,63,7,84,40,76,78,91,
3820,8782,14,16,1,0,0,6,10,26,50,74,75,91,
3821,7925,16,19,2,0,0,6,7,28,44,71,73,86,
3822,8776,14,16,1,0,0,6,9,26,41,70,72,88,
3823,7802,13,16,1,0,0,6,10,26,44,73,75,90,
3824,9086,14,17,2,0,0,6,10,27,41,69,71,87,
3825,7889,15,18,1,0,0,7,10,28,43,69,71,87,
3826,8473,14,17,1,0,0,6,10,27,44,71,73,89,
3827,8088,17,21,3,0,0,9,12,36,47,77,79,97,
3828,8786,14,17,1,0,0,6,8,27,43,86,88,102,
3829,7710,15,18,2,0,0,9,11,32,44,74,76,93,
3830,8667,15,18,2,0,0,6,7,29,54,78,80,93,
3831,8017,15,17,2,0,0,7,9,28,44,72,74,89,
3832,8947,13,16,1,0,0,13,7,32,54,76,78,91,
3833,7763,13,16,1,0,0,6,10,26,42,71,73,89,
3834,8560,14,17,1,0,0,6,7,26,39,69,71,83,
3835,8039,15,18,1,0,0,6,10,28,42,76,78,94,
3836,8785,18,21,2,0,0,9,12,35,58,100,103,121,
3837,7910,14,16,2,0,0,9,9,29,43,68,70,84,
3838,8651,15,17,1,0,0,7,8,27,41,90,92,106,
3839,8032,14,16,2,0,0,6,9,27,41,68,70,84,
3840,8655,12,14,2,0,0,6,8,25,44,68,70,85,
3841,8142,15,17,1,0,0,7,10,27,52,77,80,96,
3842,8477,219,222,2,0,0,9,11,236,54,78,82,101,
3843,8162,14,17,1,0,0,7,14,28,41,75,77,98,
3844,8512,29,33,2,0,0,8,10,46,43,75,78,97,
3845,8270,79,83,2,0,0,8,7,96,47,71,73,87,
3846,8336,14,18,2,0,0,8,7,30,50,73,75,87,
3847,8296,13,14,2,0,0,6,6,25,39,67,69,80,
3848,8632,15,18,2,0,0,7,8,28,74,80,83,100,
3849,8328,14,17,1,0,0,7,10,29,44,73,75,91,
3850,8316,20,24,2,0,0,9,9,38,65,75,78,94,
3851,8096,19,22,2,0,0,9,11,36,54,71,73,90,
3852,8618,14,17,1,0,0,6,10,26,41,68,70,86,
3853,8126,74,78,2,0,0,7,11,89,50,84,86,103,
3854,8365,13,16,2,0,0,8,6,29,45,74,76,89,
3855,8020,14,17,1,0,0,7,7,27,42,69,75,88,
3856,8572,14,19,2,0,0,7,10,30,55,101,103,121,
3857,8032,20,23,2,0,0,8,11,35,42,70,72,88,
3858,8784,11,14,1,0,0,7,10,24,43,70,72,87,
3859,7953,16,19,2,0,0,7,10,30,40,69,72,87,
3860,8652,13,16,1,0,0,6,8,25,38,67,70,84,
3861,8017,18,21,2,0,0,10,12,36,64,91,94,113,
3862,8708,15,17,2,0,0,7,7,29,50,71,74,88,
3863,7977,15,18,1,0,0,7,12,29,43,70,72,90,
3864,8764,13,16,1,0,0,6,6,25,40,69,71,82,
3865,8100,106,111,2,0,0,15,11,131,48,73,76,93,
3866,8382,19,23,3,0,0,9,8,37,63,88,91,105,
3867,8018,14,17,1,0,0,6,9,27,43,77,79,95,
3868,8622,13,16,2,0,0,6,10,27,47,81,84,100,
3869,8132,13,16,2,0,0,7,9,27,42,70,73,87,
3870,8532,13,16,2,0,0,8,7,29,47,74,76,88,
3871,8280,14,17,2,0,0,7,7,28,43,74,76,89,
3872,8756,15,18,1,0,0,7,10,29,47,69,71,87,
3873,8029,16,19,2,0,0,7,7,30,44,76,78,91,
3874,8597,16,19,3,0,0,8,9,33,47,77,80,96,
3875,8001,14,16,2,0,0,7,11,27,41,72,74,90,
3876,8327,13,15,1,0,0,6,14,25,41,70,72,92,
3877,8274,14,16,1,0,0,6,10,26,41,76,79,95,
3878,8622,16,19,2,0,0,9,12,32,62,95,98,118,
3879,7882,74,78,2,0,0,8,8,90,46,71,73,87,
3880,8682,17,20,2,0,0,9,11,34,72,93,95,114,
3881,8034,14,17,2,0,0,6,10,27,40,67,69,84,
3882,8729,14,17,2,0,0,7,9,28,44,82,84,100,
3883,7944,17,20,2,0,0,10,7,34,68,78,81,97,
3884,8659,13,16,2,0,0,6,12,26,40,71,73,90,
3885,7960,30,33,2,0,0,7,11,44,52,69,71,89,
3886,8488,12,14,2,0,0,6,7,25,50,68,70,85,
3887,8085,16,20,1,0,0,7,9,30,54,70,72,88,
3888,8753,15,18,2,0,0,7,11,29,51,70,72,88,
3889,7910,15,18,2,0,0,7,10,30,49,71,74,90,
3890,8718,12,15,2,0,0,6,10,25,49,79,82,133,
3891,7977,16,20,2,0,0,9,8,34,58,93,96,112,
3892,8813,13,15,1,0,0,6,8,25,39,86,88,102,
3893,7912,14,18,1,0,0,7,11,29,46,71,73,90,
3894,8579,15,19,2,0,0,9,11,32,57,88,91,109,
3895,7923,13,16,1,0,0,7,11,26,42,73,75,91,
3896,8779,15,17,1,0,0,6,7,27,39,67,69,81,
3897,8019,15,18,2,0,0,7,8,29,49,80,82,103,
3898,8742,15,18,2,0,0,10,12,33,66,112,114,134,
3899,7991,15,18,2,0,0,7,9,29,45,78,80,95,
3900,8643,14,17,2,0,0,7,8,28,43,73,74,88,
3901,8203,15,18,2,0,0,7,9,29,67,95,98,114,
3902,8335,142,148,1,0,0,7,12,158,49,87,90,110,
3903,8155,15,18,2,0,0,8,9,30,54,72,74,89,
3904,8632,17,20,1,0,0,7,9,30,42,70,72,86,
3905,7927,14,16,1,0,0,6,9,26,40,68,70,85,
3906,8666,15,18,2,0,0,8,9,32,55,85,87,103,
3907,8071,17,20,2,0,0,7,9,31,41,70,73,87,
3908,8568,14,16,2,0,0,7,7,28,39,69,71,83,
3909,8220,14,16,2,0,0,6,9,25,42,75,77,91,
3910,8371,14,17,2,0,0,8,9,29,43,69,71,86,
3911,8146,15,18,1,0,0,6,10,28,46,68,70,86,
3912,8945,17,20,2,0,0,8,8,32,64,91,94,109,
3913,8018,139,143,2,0,0,8,11,155,43,69,71,89,
3914,8604,17,20,2,0,0,9,8,34,59,84,87,102,
3915,7841,16,19,3,0,0,8,12,34,54,86,89,107,
3916,8785,15,18,2,0,0,8,7,30,44,69,71,84,
3917,7783,14,16,1,0,0,7,10,26,43,69,71,86,
3918,8681,23,26,2,0,0,7,9,36,42,71,72,87,
3919,8155,22,25,2,0,0,8,10,39,62,86,89,106,
3920,8945,575,578,2,0,0,9,7,592,57,75,78,92,
3921,7691,949,952,1,0,0,10,7,968,43,73,75,89,
3922,8806,1856,1860,2,0,0,8,9,1873,40,74,79,97,
3923,7891,1262,1266,2,0,0,9,10,1280,43,76,78,95,
3924,8668,667,671,2,0,0,8,7,684,46,68,70,85,
3925,8228,1205,1209,3,0,0,13,10,1228,41,74,76,93,
3926,8236,893,896,2,0,0,8,10,907,39,71,73,89,
3927,8107,795,798,1,0,0,8,7,810,42,69,71,84,
3928,8691,986,989,2,0,0,8,10,1003,42,72,74,91,
3929,8150,703,706,2,0,0,7,11,718,44,93,96,114,
3930,9123,860,863,2,0,0,8,10,876,66,82,84,101,
3931,8009,835,839,3,0,0,10,12,855,60,106,108,128,
3932,16097,6112,6116,3,0,0,12,31,6134,57,287,291,331,
3933,9208,2586,2591,3,0,0,11,11,2608,45,74,76,95,
3934,7801,3243,3247,3,0,0,12,11,3265,45,76,78,97,
3935,8220,2553,2557,2,0,0,9,9,2572,41,72,74,90,
3936,8239,665,668,2,0,0,9,11,682,52,72,74,91,
3937,8399,485,488,2,0,0,7,7,500,43,81,83,98,
3938,8066,748,751,2,0,0,8,9,763,48,78,80,96,
3939,8685,1175,1179,2,0,0,8,8,1192,49,73,75,91,
3940,8088,999,1002,2,0,0,8,8,1015,44,86,88,102,
3941,8604,854,857,1,0,0,7,10,868,43,68,70,88,
3942,8250,562,565,2,0,0,8,7,578,60,71,74,88,
3943,8324,696,699,2,0,0,9,11,714,42,71,73,90,
3944,8417,3651,3655,2,0,0,9,12,3669,41,70,73,92,
3945,8739,679,683,3,0,0,8,9,696,41,82,84,100,
3946,7588,3641,3646,2,0,0,11,11,3663,45,80,83,102,
3947,8882,678,681,2,0,0,9,9,695,49,86,89,105,
3948,7865,1216,1219,1,0,0,8,10,1231,43,71,73,89,
3949,8463,1094,1098,2,0,0,8,11,1111,41,76,78,95,
3950,8120,796,799,2,0,0,8,10,812,56,70,72,88,
3951,8647,1659,1662,2,0,0,9,8,1675,40,71,73,87,
3952,8123,1078,1081,1,0,0,7,11,1092,42,90,92,111,
3953,8642,930,932,2,0,0,7,9,944,48,70,72,86,
3954,7985,594,598,2,0,0,9,10,612,42,69,71,88,
3955,8594,470,473,2,0,0,7,10,484,43,76,78,93,
3956,7925,1415,1419,1,0,0,7,9,1430,50,72,74,90,
3957,8614,841,844,2,0,0,15,8,864,43,79,82,96,
3958,8134,535,539,2,0,0,6,10,549,43,69,70,86,
3959,8946,900,904,2,0,0,10,11,918,61,81,83,102,
3960,8188,524,527,2,0,0,33,11,564,48,74,76,96,
3961,8512,1435,1439,2,0,0,8,11,1452,65,82,85,102,
3962,7721,983,986,1,0,0,7,12,997,41,75,77,95,
3963,8744,1522,1525,1,0,0,8,8,1536,42,71,73,87,
3964,7933,877,881,2,0,0,8,10,894,43,82,84,100,
3965,8628,585,589,3,0,0,11,11,606,44,92,96,115,
3966,8341,616,619,2,0,0,10,10,634,43,70,72,88,
3967,8767,928,931,2,0,0,8,10,945,47,84,87,105,
3968,8257,635,639,2,0,0,11,11,656,46,80,82,101,
3969,8029,896,901,2,0,0,11,9,917,49,87,90,106,
3970,8112,851,855,2,0,0,9,9,869,42,72,74,99,
3971,8817,1080,1084,4,0,0,9,8,1100,84,85,88,103,
3972,8111,570,573,3,0,0,8,9,586,54,81,83,98,
3973,8579,844,848,2,0,0,8,13,861,43,79,82,102,
3974,7705,1294,1298,2,0,0,8,10,1311,45,74,76,93,
3975,8863,2323,2327,2,0,0,11,10,2343,51,75,78,96,
3976,8062,1220,1224,2,0,0,11,12,1240,48,95,98,118,
3977,8467,2343,2347,2,0,0,8,11,2361,46,91,98,117,
3978,8045,546,550,2,0,0,11,12,567,63,103,107,128,
3979,8675,1074,1078,2,0,0,10,12,1093,67,72,75,94,
3980,7756,2498,2502,1,0,0,8,10,2514,42,77,79,96,
3981,8672,825,829,2,0,0,11,7,845,43,77,80,95,
3982,8092,728,732,2,0,0,7,8,743,47,89,92,110,
3983,8922,965,969,2,0,0,8,11,982,49,72,75,93,
3984,7964,890,895,2,0,0,9,10,909,42,72,74,91,
3985,8375,745,748,3,0,0,10,8,765,49,94,97,111,
3986,7997,895,899,1,0,0,7,7,909,40,77,79,91,
3987,8625,847,851,2,0,0,8,8,864,42,84,86,101,
3988,8119,741,744,1,0,0,7,9,755,41,73,75,90,
3989,8641,963,966,1,0,0,8,10,977,44,93,96,113,
3990,8228,566,570,2,0,0,9,11,584,49,73,75,93,
3991,8314,1019,1022,2,0,0,7,7,1033,42,72,74,87,
3992,8149,950,953,2,0,0,7,7,964,57,84,87,100,
3993,8740,2610,2615,2,0,0,12,11,2634,44,75,78,98,
3994,8268,1014,1017,2,0,0,7,8,1029,50,83,85,100,
3995,8374,2562,2566,2,0,0,10,10,2582,41,72,75,92,
3996,8184,1071,1074,1,0,0,8,7,1086,44,73,74,87,
3997,8360,737,741,1,0,0,7,12,751,44,75,77,97,
3998,8479,875,880,1,0,0,9,8,893,48,79,81,95,
3999,8237,677,681,1,0,0,8,10,699,43,72,74,90,
4000,8530,540,545,2,0,0,9,7,559,43,70,73,88,
4001,49246,39429,39434,2,0,0,8,12,39448,40,71,73,93,
4002,9155,937,941,2,0,0,10,8,955,62,79,81,94,
4003,7757,776,780,2,0,0,7,8,791,50,69,72,88,
4004,8238,1019,1022,1,0,0,8,9,1034,46,81,84,101,
4005,8347,700,703,2,0,0,8,12,715,41,87,89,107,
4006,9039,941,944,1,0,0,7,9,955,71,81,85,100,
4007,7801,1577,1581,2,0,0,7,10,1592,50,72,73,89,
4008,8522,878,881,1,0,0,8,7,893,51,72,74,87,
4009,8161,641,650,1,0,0,8,11,662,47,80,82,98,
4010,8830,514,519,2,0,0,9,10,532,44,68,70,87,
4011,8051,644,648,2,0,0,10,8,664,46,87,89,104,
4012,8156,640,643,1,0,0,7,7,654,44,76,78,90,
4013,8179,514,517,2,0,0,8,10,529,44,70,72,87,
4014,9311,1125,1129,2,0,0,11,18,1146,59,102,104,131,
4015,7647,1665,1668,2,0,0,10,12,1683,50,81,84,103,
4016,8078,679,682,2,0,0,8,10,694,46,84,86,103,
4017,8289,930,934,2,0,0,13,11,954,44,83,86,104,
4018,8872,2097,2101,2,0,0,10,11,2116,43,96,99,117,
4019,7750,970,975,2,0,0,8,8,988,41,76,78,93,
4020,8338,865,868,1,0,0,8,11,882,42,81,83,101,
4021,8333,1773,1777,2,0,0,9,11,1791,42,69,71,89,
4022,9051,582,584,2,0,0,10,10,599,47,80,83,101,
4023,7785,889,893,2,0,0,11,13,909,42,70,72,93,
4024,8212,2429,2433,2,0,0,8,8,2445,43,72,74,88,
4025,8266,604,607,3,0,0,9,9,623,42,69,71,87,
4026,9181,601,605,2,0,0,10,13,621,44,99,101,121,
4027,7788,1325,1329,2,0,0,9,13,1342,61,103,107,128,
4028,8115,927,931,2,0,0,12,7,950,43,70,72,86,
4029,8576,725,729,2,0,0,13,11,747,58,92,95,113,
4030,9208,765,769,3,0,0,9,13,783,63,87,89,109,
4031,7159,849,852,2,0,0,8,11,865,43,88,90,108,
4032,8379,954,958,2,0,0,9,10,972,45,69,71,88,
4033,8607,1573,1578,1,0,0,8,8,1590,40,70,72,87,
4034,8610,522,525,2,0,0,8,8,537,50,71,73,90,
4035,7778,2953,2956,1,0,0,9,12,2970,51,89,91,111,
4036,8613,1646,1649,2,0,0,7,9,1660,41,70,72,87,
4037,8694,707,711,2,0,0,10,9,725,66,83,85,102,
4038,8283,1472,1476,2,0,0,10,10,1491,50,86,88,105,
4039,8109,719,722,2,0,0,9,7,736,43,76,78,93,
4040,8047,814,817,2,0,0,8,9,829,43,70,72,87,
4041,8270,951,954,3,0,0,9,7,970,50,72,74,87,
4042,9251,4450,4455,2,0,0,8,11,4468,41,71,73,91,
4043,7416,523,526,2,0,0,8,9,538,41,72,74,89,
4044,8241,690,693,1,0,0,7,7,704,40,68,70,82,
4045,8398,906,911,2,0,0,17,8,933,53,72,74,89,
4046,8967,1450,1454,2,0,0,8,10,1466,52,83,85,102,
4047,8037,525,528,2,0,0,8,11,540,40,90,91,108,
4048,7972,1083,1086,5,0,0,7,9,1100,42,75,77,92,
4049,8437,675,678,1,0,0,8,11,690,42,70,72,88,
4050,8878,833,838,2,0,0,9,11,852,52,72,74,92,
4051,8074,590,593,2,0,0,9,10,607,52,71,74,90,
4052,8068,732,736,2,0,0,11,9,752,54,86,88,105,
4053,8516,896,899,2,0,0,7,10,911,58,78,80,96,
4054,8497,502,505,3,0,0,9,7,519,43,72,74,87,
4055,7893,857,860,2,0,0,8,10,872,41,70,72,87,
4056,8278,837,841,1,0,0,8,9,854,43,76,78,94,
4057,8507,914,919,2,0,0,9,11,934,53,70,72,91,
4058,8823,516,520,2,0,0,9,11,534,43,69,71,89,
4059,7665,1237,1241,3,0,0,9,10,1256,41,84,87,104,
4060,8591,725,728,2,0,0,7,8,739,47,73,76,91,
4061,8230,1372,1376,3,0,0,13,13,1396,66,96,99,121,
4062,9043,806,809,2,0,0,10,9,824,42,74,76,92,
4063,7824,1020,1023,1,0,0,10,8,1036,63,81,83,99,
4064,8187,722,726,1,0,0,8,8,737,45,75,77,91,
4065,8475,955,959,3,0,0,11,11,977,56,102,105,125,
4066,8688,559,563,2,0,0,6,7,574,50,72,74,87,
4067,7799,1535,1539,2,0,0,9,8,1554,41,72,74,89,
4068,8254,774,778,2,0,0,8,11,790,40,73,76,93,
4069,8363,1587,1590,1,0,0,8,8,1602,40,71,74,87,
4070,8814,752,756,2,0,0,8,8,768,43,71,73,87,
4071,7727,1011,1014,1,0,0,7,7,1024,40,70,71,84,
4072,8396,788,792,2,0,0,9,8,806,41,68,70,85,
4073,8269,569,572,6,0,0,11,7,593,45,67,69,83,
4074,8956,963,967,2,0,0,7,7,979,50,71,73,86,
4075,8266,858,862,2,0,0,8,9,874,41,71,73,88,
4076,7816,2777,2781,1,0,0,8,9,2792,40,73,75,91,
4077,8313,747,751,1,0,0,8,8,764,47,80,82,96,
4078,9090,2332,2336,2,0,0,9,9,2349,41,74,76,92,
4079,8223,2174,2178,1,0,0,8,8,2190,40,74,77,93,
4080,7941,3144,3149,2,0,0,11,10,3165,41,71,74,91,
4081,8403,801,805,2,0,0,9,10,819,43,74,76,94,
4082,8961,952,956,2,0,0,17,11,980,43,72,74,93,
4083,7621,590,594,3,0,0,11,8,611,57,93,95,111,
4084,8124,821,825,2,0,0,7,10,836,45,72,74,91,
4085,8264,517,521,2,0,0,9,17,535,66,91,93,118,
4086,9228,799,802,2,0,0,6,8,812,41,70,72,86,
4087,7585,859,861,1,0,0,7,10,872,42,73,75,91,
4088,8300,909,912,2,0,0,9,8,925,43,71,74,89,
4089,8279,881,884,2,0,0,9,7,897,42,75,76,90,
4090,9305,1589,1592,1,0,0,7,9,1603,39,69,71,86,
4091,7394,880,884,1,0,0,9,10,896,41,69,71,86,
4092,8227,536,540,2,0,0,13,15,558,50,73,75,97,
4093,8678,967,969,1,0,0,7,10,981,53,72,75,91,
4094,8695,571,576,2,0,0,12,10,594,44,83,86,104,
4095,8008,1027,1030,2,0,0,7,10,1041,42,82,88,105,
4096,8231,979,984,2,0,0,8,8,998,41,99,102,116,
4097,8190,488,492,2,0,0,10,11,507,45,69,71,90,
4098,8767,859,863,1,0,0,8,8,876,56,82,84,99,
4099,8093,950,954,2,0,0,8,10,967,41,69,71,87,
4100,8071,819,822,1,0,0,46,10,872,51,71,73,91,
4101,8248,743,746,2,0,0,7,9,758,50,70,72,89,
4102,8906,987,990,2,0,0,13,8,1007,49,72,73,88,
4103,7824,859,862,2,0,0,8,7,874,40,72,73,86,
4104,8335,970,974,2,0,0,10,11,990,45,74,76,93,
4105,8651,1617,1621,2,0,0,8,10,1632,41,69,71,87,
4106,8654,1041,1044,1,0,0,11,8,1059,41,71,74,90,
4107,7995,598,601,2,0,0,7,10,612,54,71,73,89,
4108,8066,501,504,1,0,0,7,6,516,41,71,73,84,
4109,8389,562,566,2,0,0,11,9,582,45,71,73,89,
4110,8951,783,787,2,0,0,11,9,804,40,73,75,91,
4111,8034,1174,1178,2,0,0,10,11,1193,60,90,93,113,
4112,7939,2526,2530,2,0,0,9,9,2543,43,73,76,93,
4113,8380,685,688,2,0,0,10,9,704,45,80,82,98,
4114,9286,2219,2223,1,0,0,8,10,2236,47,78,80,99,
4115,7790,543,546,2,0,0,8,6,558,51,71,73,85,
4116,40927,38313,38317,1,0,0,8,11,38330,40,72,74,94,
4117,8844,6552,6556,1,0,0,8,10,6569,40,71,73,90,
4118,8487,834,837,2,0,0,7,8,850,53,93,96,110,
4119,8086,914,918,2,0,0,7,11,931,42,85,87,104,
4120,8838,1176,1180,2,0,0,8,9,1192,54,82,84,101,
4121,7984,1218,1222,2,0,0,8,10,1236,44,73,75,92,
4122,8458,624,628,1,0,0,9,20,642,43,72,74,101,
4123,7983,753,756,2,0,0,7,18,768,43,68,71,97,
4124,8851,808,812,2,0,0,10,10,827,45,69,72,90,
4125,7796,509,512,2,0,0,7,7,523,43,72,74,87,
4126,8676,510,513,2,0,0,8,7,525,44,69,71,83,
4127,7872,1612,1616,2,0,0,8,8,1629,41,73,75,88,
4128,8718,876,880,2,0,0,9,11,894,58,83,85,102,
4129,7985,985,989,2,0,0,10,11,1004,60,71,74,94,
4130,8860,613,616,2,0,0,8,10,629,56,80,82,99,
4131,8435,980,984,2,0,0,9,8,999,48,75,77,91,
4132,8385,2695,2699,2,0,0,9,10,2713,41,70,72,89,
4133,8018,811,815,2,0,0,8,8,827,47,71,73,88,
4134,8558,596,603,3,0,0,11,7,620,56,78,81,97,
4135,7914,771,774,2,0,0,7,10,785,41,70,72,89,
4136,8496,916,920,2,0,0,8,7,934,42,70,71,86,
4137,8247,484,487,2,0,0,7,11,498,42,72,74,91,
4138,8458,472,475,2,0,0,7,6,486,42,71,73,85,
4139,7952,1745,1748,2,0,0,7,15,1760,45,80,82,104,
4140,8602,919,922,2,0,0,7,10,933,58,71,73,89,
4141,8097,753,757,2,0,0,7,8,769,42,75,77,92,
4142,9044,681,685,2,0,0,8,8,697,46,88,91,107,
4143,7949,1285,1287,2,0,0,8,10,1299,42,74,76,92,
4144,8321,1042,1046,2,0,0,8,9,1060,58,95,98,114,
4145,8127,5591,5595,2,0,0,8,11,5608,40,71,74,92,
4146,8660,2443,2446,1,0,0,8,9,2459,40,73,75,91,
4147,7986,971,975,2,0,0,8,10,988,44,68,71,93,
