Frame,Frametime,glfwPollEvents,InputUpdate,PlayerUpdate,WorldUpdate,Raycasting,CsvStuff,Draw UI,Update,ImGuiRender,WorldDrawChunks,DrawChunks,OpenGLRender,ChunkBuildMesh
4148,9012,1036,1040,2,0,0,9,14,1054,46,108,111,133,
4149,7840,1028,1032,2,0,0,12,9,1050,55,96,98,114,
4150,8816,907,911,1,0,0,8,9,923,51,70,72,87,
4151,7919,744,748,2,0,0,10,8,762,42,69,71,86,
4152,8455,507,511,1,0,0,7,8,522,43,69,74,88,
4153,7940,807,811,2,0,0,9,12,824,42,76,78,96,
4154,8586,841,844,2,0,0,8,7,856,56,73,75,88,
4155,8768,695,699,2,0,0,9,7,713,44,71,74,88,
4156,8362,2676,2680,2,0,0,11,15,2697,50,97,99,123,
4157,7833,805,809,2,0,0,9,16,823,42,69,71,94,
4158,8825,651,654,2,0,0,8,10,667,57,95,98,115,
4159,7663,2211,2214,2,0,0,9,9,2228,41,71,73,91,
4160,8873,901,906,2,0,0,9,11,921,68,79,82,101,
4161,8076,710,714,1,0,0,7,11,726,47,68,71,89,
4162,8307,1275,1278,2,0,0,10,12,1294,59,88,90,111,
4163,8007,2445,2449,2,0,0,9,9,2462,41,71,73,88,
4164,8665,1546,1550,2,0,0,9,11,1564,46,75,77,96,
4165,8274,874,877,2,0,0,7,9,889,44,80,83,100,
4166,8565,1977,1981,2,0,0,9,10,1994,42,72,74,92,
4167,7877,1032,1035,2,0,0,7,9,1046,43,71,72,88,
4168,8469,1122,1125,2,0,0,8,10,1137,40,70,72,88,
4169,8429,900,904,2,0,0,11,11,921,59,140,142,162,
4170,8428,741,745,2,0,0,7,7,757,42,71,73,85,
4171,8113,971,974,2,0,0,8,9,986,49,66,68,84,
4172,8622,875,878,2,0,0,8,10,892,42,83,85,102,
4173,8028,837,841,2,0,0,9,8,855,66,90,93,108,
4174,8685,512,516,2,0,0,11,7,533,43,68,71,83,
4175,7840,3352,3356,2,0,0,7,9,3369,40,74,76,93,
4176,9160,1490,1493,2,0,0,8,7,1505,50,71,73,87,
4177,7755,2838,2842,2,0,0,8,10,2856,44,74,76,94,
4178,8599,2512,2516,2,0,0,9,9,2530,43,72,75,90,
4179,8428,1046,1050,2,0,0,8,8,1063,41,73,75,90,
4180,8389,2245,2248,1,0,0,7,9,2259,42,69,72,88,
4181,7785,520,524,3,0,0,11,15,542,55,89,92,116,
4182,8763,2366,2371,2,0,0,8,9,2384,41,73,75,91,
4183,7921,1540,1545,2,0,0,10,13,1560,40,71,74,93,
4184,8899,825,828,1,0,0,8,18,840,42,71,73,99,
4185,7750,923,926,2,0,0,7,9,938,44,79,81,98,
4186,8473,551,555,1,0,0,9,7,568,44,68,70,84,
4187,8052,1542,1548,1,0,0,8,10,1560,41,74,76,93,
4188,8660,1678,1682,1,0,0,9,11,1696,42,75,77,96,
4189,7972,517,520,2,0,0,8,11,533,44,71,73,90,
4190,8710,988,991,2,0,0,11,8,1008,43,72,74,89,
4191,8363,744,747,2,0,0,7,9,758,42,68,70,86,
4192,8504,2934,2938,1,0,0,9,12,2951,42,72,75,93,
4193,8073,1464,1469,2,0,0,8,10,1481,44,69,71,87,
4194,8630,595,598,2,0,0,8,8,611,56,92,95,109,
4195,7920,803,807,1,0,0,9,9,820,50,85,87,102,
4196,8646,933,937,8,0,0,9,9,957,40,97,100,115,
4197,7905,513,518,2,0,0,11,12,534,45,80,82,103,
4198,8790,625,630,2,0,0,12,9,648,87,95,99,117,
4199,7936,3345,3348,2,0,0,10,13,3364,44,74,76,96,
4200,8416,2308,2312,2,0,0,10,10,2328,56,72,74,91,
4201,8205,486,490,2,0,0,8,10,502,54,77,80,97,
4202,8567,879,883,1,0,0,9,7,897,43,71,73,88,
4203,8443,1013,1016,1,0,0,7,10,1028,51,87,90,108,
4204,8219,987,992,3,0,0,12,7,1010,43,76,79,92,
4205,8476,3715,3722,4,0,0,11,11,3740,43,78,80,100,
4206,8567,565,569,2,0,0,9,7,583,41,72,74,88,
4207,7644,2518,2523,4,0,0,17,7,2546,46,78,80,94,
4208,8778,805,807,1,0,0,8,10,819,53,72,74,89,
4209,8041,489,492,2,0,0,7,11,503,48,74,77,96,
4210,8589,533,537,2,0,0,10,10,552,46,77,79,97,
4211,8147,2931,2934,2,0,0,8,12,2946,47,83,85,106,
4212,8628,886,889,1,0,0,8,10,902,41,71,74,91,
4213,7920,722,725,1,0,0,8,12,737,43,83,85,105,
4214,8648,899,903,2,0,0,8,9,915,50,72,74,90,
4215,8147,592,596,2,0,0,8,12,609,43,69,71,90,
4216,8556,1010,1015,2,0,0,11,10,1031,40,69,71,87,
4217,8018,2386,2389,2,0,0,6,11,2400,40,70,72,89,
4218,8542,2447,2450,2,0,0,8,9,2463,45,71,74,90,
4219,8185,783,787,1,0,0,7,7,799,49,70,72,85,
4220,8484,903,907,1,0,0,8,7,919,42,87,89,104,
4221,8200,462,465,1,0,0,7,6,475,46,74,76,88,
4222,8722,1310,1314,2,0,0,8,8,1326,50,79,82,98,
4223,7896,477,480,2,0,0,7,14,492,44,73,75,95,
4224,8670,2311,2316,2,0,0,8,8,2328,42,68,70,85,
4225,7931,876,879,2,0,0,6,7,890,64,78,80,94,
4226,8582,943,947,1,0,0,9,8,961,50,72,75,89,
4227,8088,1127,1131,2,0,0,8,8,1144,50,88,91,105,
4228,8828,1031,1035,1,0,0,8,7,1048,41,70,72,86,
4229,7931,755,758,2,0,0,8,7,772,42,71,73,86,
4230,8755,1785,1789,2,0,0,8,8,1801,42,74,75,90,
4231,8438,1575,1578,2,0,0,9,10,1592,47,87,90,107,
4232,8375,1406,1411,2,0,0,10,9,1426,48,77,80,99,
4233,7842,4777,4781,2,0,0,9,11,4796,39,72,74,93,
4234,8362,818,821,2,0,0,8,10,834,41,72,74,91,
4235,8012,1803,1807,2,0,0,8,11,1820,50,88,90,109,
4236,8779,2533,2536,2,0,0,8,9,2549,42,68,70,86,
4237,7961,936,939,2,0,0,8,11,951,46,75,77,95,
4238,8767,975,979,2,0,0,8,9,992,53,69,71,87,
4239,7880,903,906,2,0,0,12,10,924,50,70,72,88,
4240,8893,1076,1079,2,0,0,9,7,1093,40,72,74,88,
4241,7708,722,726,3,0,0,43,8,775,42,71,73,88,
4242,8667,1630,1633,2,0,0,8,8,1647,41,73,75,89,
4243,8074,1018,1021,1,0,0,6,11,1031,41,72,74,92,
4244,8665,899,902,2,0,0,8,7,915,47,66,68,82,
4245,8204,483,487,2,0,0,8,9,500,56,95,98,115,
4246,8412,721,724,2,0,0,8,8,737,52,73,75,91,
4247,8142,1632,1636,2,0,0,11,11,1653,54,88,91,111,
4248,8713,4493,4497,1,0,0,8,10,4510,39,71,73,90,
4249,7829,949,954,1,0,0,11,12,970,66,79,81,101,
4250,8754,919,921,1,0,0,8,9,933,69,98,101,118,
4251,8145,918,922,2,0,0,9,11,935,62,95,97,117,
4252,8606,1229,1232,2,0,0,7,8,1243,44,75,78,96,
4253,8307,2058,2062,1,0,0,8,12,2073,42,77,79,97,
4254,8279,571,575,2,0,0,9,8,589,46,71,73,88,
4255,8053,767,770,1,0,0,7,9,780,42,82,84,100,
4256,8590,954,958,1,0,0,8,10,969,43,74,76,93,
4257,8090,509,512,1,0,0,8,6,524,43,73,76,88,
4258,8386,592,595,2,0,0,9,6,608,42,67,69,80,
4259,8211,1797,1800,2,0,0,7,11,1812,42,71,73,89,
4260,8586,2827,2831,1,0,0,8,10,2843,61,97,100,117,
4261,8036,1004,1008,2,0,0,11,10,1024,63,91,93,110,
4262,9069,939,942,3,0,0,8,10,956,42,71,74,90,
4263,32872,23792,23798,2,0,0,14,13,23818,53,80,82,104,
4264,8632,1151,1155,2,0,0,8,8,1167,42,78,81,102,
4265,7659,502,507,2,0,0,9,7,520,41,80,82,96,
4266,8577,1645,1648,1,0,0,8,8,1661,43,72,73,88,
4267,9221,902,906,2,0,0,11,8,921,74,80,84,98,
4268,7249,806,810,3,0,0,9,9,825,46,74,76,92,
4269,8375,3487,3491,3,0,0,11,12,3508,43,75,77,96,
4270,8323,521,526,2,0,0,9,7,541,55,72,75,89,
4271,8769,925,929,2,0,0,9,7,943,65,75,77,92,
4272,7998,875,878,2,0,0,7,11,889,41,92,94,112,
4273,8786,1117,1121,3,0,0,10,11,1138,45,72,74,91,
4274,8026,3126,3130,1,0,0,9,8,3147,43,77,79,96,
4275,9048,985,988,1,0,0,8,10,1000,42,79,82,98,
4276,7498,496,499,2,0,0,8,10,512,51,80,83,100,
4277,8454,898,901,1,0,0,7,11,912,52,71,73,97,
4278,8411,512,515,2,0,0,8,9,527,43,71,75,90,
4279,8650,1083,1086,2,0,0,7,12,1097,48,87,90,108,
4280,7746,485,489,2,0,0,8,10,502,44,69,71,88,
4281,8233,2903,2907,4,0,0,9,12,2922,44,74,77,95,
4282,8434,550,554,1,0,0,11,10,568,57,75,77,94,
4283,8736,818,822,2,0,0,9,8,836,43,70,72,97,
4284,8009,915,918,2,0,0,8,7,932,54,73,76,91,
4285,8073,1076,1080,2,0,0,11,11,1097,54,73,75,93,
4286,8728,923,927,2,0,0,8,10,940,47,81,84,101,
4287,8538,998,1002,3,0,0,10,8,1018,57,88,91,107,
4288,7935,801,805,2,0,0,8,10,817,43,79,81,96,
4289,8205,833,836,2,0,0,7,10,847,44,77,80,97,
4290,8668,2580,2584,1,0,0,8,11,2596,51,89,91,109,
4291,8579,793,795,1,0,0,7,15,807,44,72,74,97,
4292,7953,959,962,3,0,0,10,13,978,53,86,88,108,
4293,8460,1600,1603,1,0,0,8,11,1615,41,72,76,96,
4294,8165,1489,1494,2,0,0,10,8,1509,61,93,95,111,
4295,8756,1016,1020,2,0,0,11,9,1036,52,81,84,121,
4296,7966,870,873,2,0,0,10,11,887,47,80,82,99,
4297,8155,974,978,2,0,0,8,7,992,42,81,84,97,
4298,8538,1180,1184,3,0,0,15,11,1205,61,116,120,142,
4299,9017,996,999,2,0,0,10,7,1015,41,74,76,90,
4300,7747,918,922,1,0,0,9,10,935,54,95,98,117,
4301,8284,2494,2497,3,0,0,10,11,2513,43,74,76,93,
4302,8371,560,563,2,0,0,8,12,576,63,89,92,125,
4303,8629,1045,1049,2,0,0,9,14,1063,50,72,74,95,
4304,8015,504,508,2,0,0,9,9,521,43,81,83,99,
4305,8255,535,540,3,0,0,12,12,559,63,76,78,99,
4306,8722,851,856,2,0,0,9,7,870,58,74,77,91,
4307,8399,1266,1270,2,0,0,10,9,1286,42,72,75,92,
4308,8571,1104,1109,2,0,0,9,13,1122,45,89,91,111,
4309,7543,3327,3331,2,0,0,9,11,3345,44,76,78,97,
4310,8513,1201,1205,2,0,0,10,12,1219,56,85,87,105,
4311,8979,631,634,1,0,0,8,7,646,59,68,70,85,
4312,7685,483,486,2,0,0,7,6,498,53,83,85,98,
4313,8309,1567,1570,1,0,0,9,10,1583,41,72,74,90,
4314,8407,636,640,3,0,0,12,7,659,55,73,75,90,
4315,8883,1139,1143,2,0,0,11,13,1198,52,127,130,152,
4316,7927,752,756,2,0,0,12,8,774,71,71,73,88,
4317,9157,1219,1221,2,0,0,10,9,1235,44,99,102,123,
4318,7263,1978,1982,1,0,0,9,13,1996,44,80,83,104,
4319,9109,2538,2543,4,0,0,10,9,2560,41,73,75,91,
4320,7857,2638,2644,2,0,0,10,11,2659,61,83,85,104,
4321,7996,1108,1111,2,0,0,8,10,1125,51,86,88,105,
4322,8598,4027,4033,3,0,0,12,19,4052,63,105,109,139,
4323,9000,921,924,10,0,0,10,7,948,48,80,82,97,
4324,7566,1272,1277,2,0,0,10,10,1293,46,97,99,118,
4325,8305,2364,2369,3,0,0,11,10,2386,49,76,78,95,
4326,8360,756,760,3,0,0,13,9,782,61,100,103,121,
4327,8803,955,959,2,0,0,10,12,973,55,103,106,125,
4328,7781,652,656,2,0,0,9,8,669,53,77,79,93,
4329,8285,535,539,3,0,0,12,8,558,52,97,99,114,
4330,8319,719,722,2,0,0,8,8,736,60,72,75,91,
4331,8831,2468,2472,2,0,0,14,10,2491,41,70,73,90,
4332,8091,978,981,2,0,0,14,7,1000,42,70,72,84,
4333,8116,1009,1013,2,0,0,9,10,1027,51,77,86,103,
4334,8367,2339,2344,3,0,0,12,11,2363,62,97,100,120,
4335,8625,626,629,1,0,0,7,9,640,42,69,71,86,
4336,8049,1555,1558,2,0,0,8,9,1570,42,74,76,92,
4337,8300,2437,2441,2,0,0,8,13,2455,57,91,94,115,
4338,8423,588,591,1,0,0,12,7,607,43,71,73,85,
4339,8624,1011,1016,2,0,0,10,12,1030,41,72,74,93,
4340,7959,484,488,2,0,0,8,9,502,50,75,77,92,
4341,8196,602,605,2,0,0,8,7,618,44,73,74,88,
4342,8312,557,561,2,0,0,10,8,576,53,84,87,101,
4343,8838,952,956,2,0,0,9,8,969,42,85,87,103,
4344,7940,938,941,2,0,0,9,11,956,51,90,95,117,
4345,8120,1161,1164,3,0,0,8,10,1178,58,84,87,110,
4346,9052,1108,1112,2,0,0,11,10,1128,100,119,122,139,
4347,8428,1083,1087,3,0,0,11,10,1106,71,108,111,129,
4348,8292,2491,2496,4,0,0,11,12,2514,56,115,117,139,
4349,8115,1215,1218,2,0,0,9,10,1232,69,109,112,131,
4350,8204,2365,2369,3,0,0,10,15,2384,58,93,96,119,
4351,8699,967,971,2,0,0,8,9,983,46,78,81,140,
4352,7904,977,980,2,0,0,8,7,993,41,71,73,86,
4353,8179,512,515,1,0,0,8,7,527,50,86,89,103,
4354,8730,1212,1216,2,0,0,10,8,1231,97,89,92,107,
4355,8606,918,921,2,0,0,8,10,934,57,102,106,124,
4356,7672,1575,1578,1,0,0,7,8,1590,40,71,73,87,
4357,8324,1032,1037,3,0,0,10,10,1053,46,73,76,94,
4358,8318,1602,1607,2,0,0,10,10,1623,53,96,98,116,
4359,8890,674,678,3,0,0,12,7,697,50,69,71,85,
4360,7679,1859,1862,2,0,0,8,10,1874,41,76,78,94,
4361,8495,828,833,2,0,0,9,10,847,42,71,74,91,
4362,8185,558,563,2,0,0,9,11,577,44,72,74,93,
4363,9136,464,468,3,0,0,10,7,485,62,74,77,91,
4364,7774,538,542,3,0,0,8,7,555,42,71,72,85,
4365,7933,990,996,2,0,0,9,11,1011,44,83,85,104,
4366,8525,486,490,1,0,0,7,7,502,47,71,74,88,
4367,8692,743,746,2,0,0,7,10,757,54,87,89,106,
4368,8134,906,911,2,0,0,16,12,932,58,100,103,123,
4369,8053,1955,1958,3,0,0,10,9,1974,50,70,73,89,
4370,8745,1860,1864,2,0,0,9,11,1879,40,74,76,94,
4371,8777,973,977,4,0,0,10,8,993,57,89,91,107,
4372,7749,554,557,2,0,0,8,7,569,56,71,73,86,
4373,8257,2563,2567,2,0,0,8,8,2579,40,73,75,91,
4374,8231,611,614,1,0,0,7,9,625,42,70,71,86,
4375,8871,681,685,2,0,0,8,7,698,41,68,70,84,
4376,7901,495,499,2,0,0,9,7,512,44,68,70,84,
4377,8152,413,415,1,0,0,8,9,427,44,73,75,91,
4378,8326,533,535,1,0,0,7,9,546,41,70,72,87,
4379,8895,960,963,2,0,0,8,12,976,46,78,80,99,
4380,8129,932,936,2,0,0,10,9,951,42,78,80,96,
4381,8093,2725,2729,1,0,0,32,7,2766,57,73,76,91,
4382,8392,1055,1059,2,0,0,8,9,1072,41,78,81,96,
4383,8705,680,683,1,0,0,8,7,696,47,70,73,87,
4384,7835,2462,2466,1,0,0,8,10,2478,43,75,77,95,
4385,8385,732,736,2,0,0,9,8,750,40,67,69,83,
4386,8345,822,826,1,0,0,7,7,836,42,74,75,88,
4387,8744,495,499,3,0,0,12,10,518,43,72,75,90,
4388,7998,663,666,1,0,0,7,15,677,42,74,76,97,
4389,8327,1018,1021,2,0,0,8,11,1034,81,103,106,126,
4390,8216,687,691,3,0,0,11,10,708,41,71,74,101,
4391,8741,922,926,1,0,0,8,10,939,42,82,84,101,
4392,8051,890,894,2,0,0,8,8,908,41,71,73,88,
4393,8326,1052,1058,3,0,0,12,11,1077,44,72,75,94,
4394,8344,2345,2348,2,0,0,9,11,2362,40,75,77,94,
4395,8981,1014,1018,3,0,0,9,13,1033,60,84,86,107,
4396,7640,887,891,3,0,0,18,8,915,51,72,75,90,
4397,8399,887,891,3,0,0,14,12,911,54,97,100,121,
4398,8494,488,491,2,0,0,7,6,502,44,76,78,89,
4399,8456,1109,1112,2,0,0,8,7,1125,42,72,74,88,
4400,8001,496,500,1,0,0,9,8,513,43,87,89,104,
4401,8242,559,563,2,0,0,8,10,576,49,71,73,91,
4402,8319,504,508,1,0,0,9,7,521,41,66,68,82,
4403,8787,918,922,2,0,0,9,11,936,50,76,78,96,
4404,7783,932,935,2,0,0,8,7,947,49,71,73,86,
4405,8237,1084,1088,2,0,0,8,7,1101,42,71,73,87,
4406,9046,977,980,2,0,0,9,7,994,50,68,71,85,
4407,8306,1398,1402,2,0,0,8,9,1415,57,80,83,98,
4408,7811,2620,2624,2,0,0,11,13,2641,43,81,82,102,
4409,8514,989,992,2,0,0,15,9,1013,47,96,98,115,
4410,8418,904,908,2,0,0,9,11,923,43,83,85,104,
4411,8555,903,906,2,0,0,8,8,918,43,70,72,87,
4412,8002,1275,1279,2,0,0,9,9,1293,40,74,76,91,
4413,8444,564,567,1,0,0,7,8,579,49,73,75,89,
4414,8447,1052,1056,2,0,0,9,10,1071,73,90,93,111,
4415,8562,3093,3098,3,0,0,10,10,3114,56,75,77,95,
4416,7805,1077,1080,2,0,0,8,7,1093,57,77,79,92,
4417,8175,1025,1028,1,0,0,8,9,1039,40,72,74,90,
4418,8526,859,862,1,0,0,8,10,874,40,68,70,85,
4419,8657,542,546,2,0,0,8,9,559,42,72,74,89,
4420,7887,1550,1553,1,0,0,8,9,1565,41,71,73,88,
4421,8628,1058,1062,2,0,0,11,10,1077,67,79,82,100,
4422,8232,515,518,2,0,0,8,9,532,46,80,82,97,
4423,8605,946,950,2,0,0,10,11,964,42,71,74,92,
4424,8036,520,522,2,0,0,7,7,534,43,74,76,88,
4425,8367,594,602,2,0,0,8,11,615,63,98,102,122,
4426,8212,708,710,3,0,0,9,11,725,61,97,100,118,
4427,9184,871,875,1,0,0,8,11,888,48,93,106,123,
4428,7775,2348,2353,3,0,0,10,10,2369,43,72,74,90,
4429,8120,3695,3699,2,0,0,8,10,3712,40,69,71,88,
4430,8456,2308,2312,1,0,0,8,7,2325,39,72,75,87,
4431,8473,985,988,2,0,0,8,7,1000,50,67,70,82,
4432,7951,730,733,1,0,0,7,11,744,44,80,83,102,
4433,8302,881,883,2,0,0,8,10,896,43,70,73,92,
4434,8370,2064,2067,1,0,0,9,9,2080,43,78,80,96,
4435,8842,498,501,2,0,0,8,7,513,43,70,72,84,
4436,7910,520,525,2,0,0,11,10,541,62,87,89,109,
4437,8070,560,564,1,0,0,9,7,577,47,71,73,87,
4438,8517,484,487,2,0,0,8,9,500,50,77,79,95,
4439,8861,936,940,2,0,0,9,11,954,47,85,88,107,
4440,7747,1133,1137,2,0,0,10,24,1152,62,113,115,147,
4441,8187,1060,1063,2,0,0,10,8,1078,44,76,78,93,
4442,8634,1055,1058,2,0,0,8,9,1072,43,73,75,90,
4443,8692,577,581,2,0,0,8,10,595,45,71,73,90,
4444,7825,1446,1449,1,0,0,9,11,1461,44,75,77,96,
4445,8896,882,885,1,0,0,7,6,896,41,70,80,92,
4446,7999,999,1003,2,0,0,8,9,1015,43,70,73,88,
4447,8844,956,959,2,0,0,8,7,971,39,69,71,83,
4448,7990,512,517,2,0,0,9,10,533,56,73,76,94,
4449,8009,878,881,2,0,0,8,11,894,57,88,90,108,
4450,8334,1005,1010,2,0,0,11,7,1026,42,71,73,87,
4451,8775,953,957,2,0,0,8,8,970,47,76,78,95,
4452,7955,981,984,2,0,0,10,10,999,43,71,73,90,
4453,8070,1064,1068,2,0,0,8,7,1080,41,71,73,85,
4454,8637,1064,1067,1,0,0,8,10,1079,43,79,81,97,
4455,8546,1005,1009,2,0,0,9,9,1023,49,79,81,97,
4456,8225,770,774,2,0,0,7,8,785,41,80,82,96,
4457,8147,3623,3627,1,0,0,7,9,3639,41,71,73,90,
4458,8583,822,826,8,0,0,8,9,845,49,72,75,90,
4459,8464,2772,2777,2,0,0,8,10,2790,42,75,78,96,
4460,8032,535,538,2,0,0,8,13,550,82,87,90,111,
4461,8193,550,553,2,0,0,8,6,566,42,72,74,86,
4462,8353,706,709,2,0,0,7,9,720,42,68,70,84,
4463,8837,942,947,2,0,0,8,12,960,43,92,94,117,
4464,7841,992,995,2,0,0,7,7,1006,51,74,76,90,
4465,8148,981,985,2,0,0,8,7,999,43,70,72,86,
4466,8578,1060,1064,2,0,0,10,8,1081,41,80,82,95,
4467,8968,957,961,2,0,0,8,11,974,44,75,77,95,
4468,8343,862,866,2,0,0,9,10,880,43,80,82,99,
4469,8398,1073,1076,2,0,0,7,11,1088,45,74,77,96,
4470,15829,10341,10345,2,0,0,10,10,10360,43,69,71,89,
4471,8749,728,732,4,0,0,13,8,753,52,78,81,95,
4472,8104,800,803,2,0,0,6,10,814,49,71,73,89,
4473,8217,937,940,1,0,0,8,13,953,52,84,87,107,
4474,8792,971,974,2,0,0,7,9,987,54,80,82,98,
4475,7919,1067,1070,2,0,0,8,11,1084,43,84,87,104,
4476,8125,994,997,2,0,0,10,7,1012,41,71,74,86,
4477,8565,1033,1036,2,0,0,9,11,1050,42,81,83,101,
4478,8853,554,558,2,0,0,11,10,574,75,72,75,91,
4479,7746,2345,2348,2,0,0,10,11,2363,43,73,75,93,
4480,8163,958,961,1,0,0,8,7,973,59,72,74,87,
4481,8626,2232,2236,1,0,0,8,12,2248,41,100,103,121,
4482,8861,977,981,2,0,0,8,10,994,49,72,74,90,
4483,7720,694,698,2,0,0,11,9,716,41,81,84,99,
4484,8288,586,590,2,0,0,7,7,601,53,70,73,86,
4485,8269,766,769,2,0,0,6,9,780,52,78,80,95,
4486,8751,789,793,2,0,0,8,7,807,43,74,76,90,
4487,7987,1016,1020,2,0,0,10,11,1037,54,90,93,113,
4488,8139,1057,1060,2,0,0,7,10,1071,41,71,73,89,
4489,8609,1036,1040,2,0,0,9,9,1054,41,70,71,87,
4490,8655,551,554,2,0,0,6,7,565,45,70,72,84,
4491,8036,1679,1683,2,0,0,9,10,1696,42,75,77,93,
4492,8418,1516,1519,2,0,0,8,9,1531,42,71,73,88,
4493,8443,952,957,1,0,0,10,12,972,53,78,81,102,
4494,8428,993,997,2,0,0,11,12,1013,41,76,79,97,
4495,7989,491,494,2,0,0,10,9,509,46,93,95,111,
4496,8264,647,651,1,0,0,10,9,666,48,80,82,99,
4497,8385,822,825,2,0,0,9,17,840,45,70,73,97,
4498,8823,2587,2591,2,0,0,8,8,2605,41,69,71,86,
4499,8044,1053,1056,3,0,0,9,11,1070,53,73,75,92,
4500,7982,1345,1348,2,0,0,8,8,1361,41,70,72,86,
4501,8646,944,947,2,0,0,9,7,961,43,76,79,93,
4502,9014,951,956,1,0,0,7,9,967,40,70,72,87,
4503,7430,1366,1370,2,0,0,8,11,1382,55,74,77,95,
4504,8232,771,775,1,0,0,9,9,789,40,70,73,88,
4505,8526,1549,1552,1,0,0,9,8,1565,43,70,72,86,
4506,8693,722,725,1,0,0,7,10,736,47,71,73,89,
4507,7963,628,633,2,0,0,9,7,648,44,73,75,89,
4508,8189,1212,1216,2,0,0,9,10,1229,60,72,74,90,
4509,8494,515,518,2,0,0,8,7,530,46,75,77,90,
4510,8749,2492,2495,2,0,0,10,10,2510,46,73,76,93,
4511,7964,1405,1408,2,0,0,9,10,1421,45,81,83,101,
4512,8107,1072,1074,2,0,0,8,10,1086,40,74,76,91,
4513,8766,1054,1057,2,0,0,10,10,1070,62,71,73,89,
4514,8919,559,562,2,0,0,9,10,576,41,70,72,89,
4515,7405,1109,1112,1,0,0,7,7,1122,41,71,73,86,
4516,8377,977,980,2,0,0,8,12,993,51,83,85,103,
4517,8529,697,700,1,0,0,34,12,739,56,92,95,117,
4518,8587,1084,1088,2,0,0,8,13,1101,45,86,88,108,
4519,8193,1166,1170,3,0,0,11,9,1187,54,85,88,104,
4520,7950,878,883,1,0,0,9,9,895,68,77,79,96,
4521,8739,480,483,2,0,0,41,12,529,52,84,86,104,
4522,8306,1021,1025,2,0,0,9,10,1039,45,81,84,101,
4523,8036,991,994,3,0,0,7,9,1006,42,72,75,91,
4524,8094,1047,1050,1,0,0,7,6,1060,43,69,71,83,
4525,8816,956,959,2,0,0,7,8,970,42,79,82,97,
4526,8396,3012,3016,2,0,0,9,9,3029,42,71,73,90,
4527,7938,3918,3922,2,0,0,9,12,3935,52,76,78,98,
4528,8431,971,974,2,0,0,8,9,988,49,71,73,88,
4529,8300,996,999,2,0,0,8,8,1012,44,81,83,98,
4530,9171,900,903,1,0,0,17,10,924,43,70,72,88,
4531,7723,976,981,1,0,0,14,8,998,43,80,83,98,
4532,8174,899,903,2,0,0,8,10,916,41,71,73,89,
4533,8459,949,953,2,0,0,9,10,967,54,98,100,118,
4534,9052,2893,2897,1,0,0,8,12,2909,43,76,78,97,
4535,7380,2251,2256,2,0,0,12,9,2273,45,77,79,95,
4536,8305,1019,1022,2,0,0,8,8,1036,40,70,72,86,
4537,8740,1020,1024,3,0,0,9,9,1039,67,92,94,111,
4538,8415,682,685,1,0,0,7,7,697,41,78,84,99,
4539,7808,1572,1575,1,0,0,8,10,1587,41,70,72,88,
4540,8296,935,939,2,0,0,8,10,951,43,81,83,99,
4541,8524,1951,1955,2,0,0,8,8,1968,43,74,76,91,
4542,9081,952,955,2,0,0,7,10,967,42,70,72,89,
4543,7612,749,753,2,0,0,9,8,766,42,69,71,86,
4544,8327,1053,1056,1,0,0,8,10,1068,42,73,74,90,
4545,8195,530,533,3,0,0,9,8,547,66,85,88,105,
4546,9321,972,976,2,0,0,10,12,991,55,95,97,116,
4547,7639,2281,2286,2,0,0,11,11,2302,42,74,75,94,
4548,7903,1303,1307,2,0,0,8,8,1321,54,88,91,105,
4549,8709,972,975,2,0,0,8,10,988,43,84,86,104,
4550,8536,527,530,2,0,0,9,9,545,48,81,83,99,
4551,8299,1592,1595,2,0,0,8,8,1608,40,69,71,85,
4552,8008,1015,1019,1,0,0,9,12,1033,44,105,108,126,
4553,8654,582,585,2,0,0,7,10,596,51,89,90,107,
4554,9121,1706,1711,3,0,0,11,12,1729,52,78,80,100,
4555,7278,3675,3679,1,0,0,9,10,3692,41,75,76,94,
4556,8170,886,889,2,0,0,7,7,900,42,70,72,85,
4557,8644,503,507,2,0,0,9,10,521,51,72,75,92,
4558,8501,5777,5783,3,0,0,9,10,5799,40,72,74,91,
4559,8272,1103,1106,3,0,0,9,9,1121,54,124,126,142,
4560,7946,4802,4806,2,0,0,8,11,4819,43,72,74,93,
4561,8718,1208,1211,2,0,0,9,9,1225,46,74,75,91,
4562,9001,964,968,2,0,0,8,8,982,42,80,82,97,
4563,7451,1426,1430,1,0,0,8,11,1442,40,74,76,93,
4564,8395,2490,2492,1,0,0,8,8,2505,40,75,77,91,
4565,8543,1386,1389,1,0,0,8,8,1401,41,71,73,91,
4566,8785,4600,4604,2,0,0,8,11,4618,40,77,79,98,
4567,7742,1032,1036,2,0,0,10,8,1051,52,84,86,101,
4568,8137,992,995,1,0,0,8,10,1007,43,72,73,89,
4569,8520,975,978,2,0,0,9,6,991,54,80,82,95,
4570,9082,4442,4447,2,0,0,8,10,4460,43,73,75,92,
4571,7446,3020,3024,2,0,0,9,10,3038,41,82,84,101,
4572,8338,1064,1067,3,0,0,8,13,1081,57,88,89,110,
4573,8583,2538,2542,1,0,0,8,10,2555,44,70,74,91,
4574,8815,1095,1098,1,0,0,9,9,1112,41,74,75,91,
4575,7752,668,672,2,0,0,8,9,685,42,70,72,87,
4576,7962,3612,3617,2,0,0,8,14,3631,42,91,94,116,
